Time,left_foot_ankle_knee,right_foot_ankle_knee,right_ankle_knee_hip,left_ankle_knee_hip,right_knee_hip_shoulder,left_knee_hip_shoulder,right_hip_shoulder_elbow,left_hip_shoulder_elbow,right_shoulder_elbow_wrist,left_shoulder_elbow_wrist
3.179,0.005224144411782614,0.05828218427955815,0.065495657309364,0.16990736942346543,0.021658135008544917,0.01864241972517589,0.2112559005659581,0.1440061733038629,0.05251263232020073,0.021312748403486775
3.212,0.02022498075381877,0.041543752928532275,0.07341206884719487,0.17655133264012166,0.02442388993039176,0.013365798453717458,0.2508117493071273,0.07656511923423476,0.06097769813219469,0.022008103491833866
3.245,0.22506191819809682,0.39868596719207366,0.04087284300686767,0.042496393070795176,0.08887485024697334,0.040896379617665554,0.24688470010802613,0.051273151849832346,0.11688945794716396,0.12687836691665438
3.279,0.026989728545465965,0.03489109466059116,0.08431696533016105,0.18053196685591075,0.006752873047493195,0.00788275011729488,0.5334815244564934,0.03270385817885363,0.07551989732793195,0.01706194600037561
3.312,0.03796175400598771,0.040789506071477265,0.09382418001909976,0.18341609885105542,0.014851123736433219,0.016835787635781144,0.4518815295504584,0.010828525910334978,0.08794158141096227,0.024120511255572127
3.345,0.03796015041401338,0.057293166273074826,0.08059130759966375,0.18599944883485298,0.009757101367886375,0.008454010546534102,0.41802579937788925,0.05633451509107557,0.08059640159835052,0.023415360427782965
3.379,0.04802873051809771,0.08357072246154336,0.12304339324273665,0.23563141628340786,0.019012797860520663,0.020060651281094122,0.4327358672077913,0.04529440343331868,0.07864027992251588,0.03442693530952047
3.412,0.008832202267806986,0.09575175123553883,0.11689491016741353,0.17705932937322533,0.04339116816757442,0.0021092450726665143,0.406540666876567,0.1110020440988368,0.07785348371602699,0.03177740618265034
3.445,0.04992375859483208,0.07321603639481744,0.10059743808500435,0.16482343445335335,0.004506259121449328,0.03447985743045346,0.509079546532381,0.09484671847956798,0.08102521845472584,0.015883217070291743
3.479,0.030285797615465578,0.06806775751136046,0.09265316262262428,0.17407155678855343,0.006380286208233146,0.019219204711344945,0.4867303574839212,0.014139258951069591,0.07442911247047723,0.00020240475479965932
3.512,0.026697570607488362,0.034957910266856795,0.0772910475166984,0.18032932617232458,0.026731841624211914,0.010276970759936785,0.27884379241404966,0.06464138986717637,0.06749505526002667,0.022577361017211396
3.545,0.0383301094804038,0.12205591828162242,0.16750761947464848,0.16664589525148277,0.07945932021025975,0.009241787944599953,0.0870788240134054,0.019779821120165676,0.1300296561961478,0.05069865593877136
3.579,0.05189543743139285,0.08682461213578586,0.08506491541069475,0.17640131086880306,0.012070484897822547,0.00904922097537389,0.43326496183709,0.05926284099996605,0.08477135300497508,0.06494837949058335
3.612,0.07193363804340609,0.09172298904101824,0.08930292267109421,0.13356981318866473,0.009233036865775703,0.008584553628007375,0.7556971857261517,0.2331744980761735,0.06390528867297414,0.03064449126590551
3.645,0.05295620430701214,0.11926660797579404,0.08911752180673488,0.15450834070857478,0.011264941338698532,0.007392965270756754,0.7958942330914128,0.4356507012820487,0.028112066642910254,0.04850839119619884
3.679,0.027807652005983043,0.11001390744889698,0.11482441933649667,0.1726215612739869,0.013372076605733748,0.020703712716471225,0.8068511424400842,0.2604350535082314,0.06725495936446711,0.01137381805552441
3.712,0.11355696799028371,0.2526900900575209,0.008113441200551923,0.19234528228673428,0.04686535281820044,0.027589480782152696,0.5985695163662249,0.42165729295773197,0.007427017552837582,0.015357562328754553
3.745,0.6324393883178372,0.4581372541299224,0.024508314151648055,0.07301176008936461,0.05323727638471892,0.08473432161043834,0.1372366505598694,0.25271005480503655,0.009479987454261976,0.06356895930054392
3.779,0.35626465870201024,0.44304132673473445,0.041586972131684836,0.004885902250810778,0.06847404594415431,0.06294092840428855,0.41361350637090766,0.035944733138288956,0.4181943024910084,0.04460183283943146
3.812,0.12353072462388304,0.23164625501687208,0.0618469081086743,0.09225650545927652,0.0657005198001816,0.011991621853283192,0.1509268206019544,0.015139063211486644,0.0639284504017059,0.24119122499641488
3.845,0.08273182468486885,0.17274619278183923,0.09340701697046454,0.18152969075028888,0.041628577246438876,0.026400601271506667,0.5636329357016255,0.8827250697215095,0.008885838803157586,0.08319246422981519
3.879,0.08883682608349465,0.1272516093878784,0.09563932033687657,0.14584198315875502,0.031650959066257325,0.008874211003161641,0.575499658192667,0.5425275680917792,0.05676785889026793,0.08468512626791079
3.912,0.0020811520229781846,0.0743233332436548,0.09226161252235249,0.1765674198973005,0.02141901648833375,0.005805323184360144,0.3054815089205166,0.08370002608733795,0.08090039498981315,0.06973390914950228
3.945,0.011830554785618196,0.10195562980444135,0.09627904143280461,0.1778442787157152,0.011729014443583052,0.0042873250924982806,0.34360736095653216,0.012326481664748637,0.0988635883254277,0.05188006365148462
3.978,0.009312616981801842,0.12622215308162427,0.09038939519835922,0.16380718017184426,0.02578008271314512,0.01131473641049941,0.36931584315543653,0.07110987953613011,0.101733839016655,0.04504174780966834
4.012,0.028078343058385573,0.09773264751598208,0.09388320029577914,0.16268738322748869,0.015769516951091387,0.009527370670349563,0.33959283564637627,0.08475689461627568,0.0749560705397649,0.02803051263278178
4.045,0.014852081271269487,0.06253574579630969,0.09112074433497329,0.16909670733796342,0.016357699870610892,0.0073159593317428,0.4293142664811488,0.0624892465972392,0.0881928264675061,0.034074218206665514
4.078,0.03246598513474508,0.023263766452329693,0.08898491891191863,0.18392829145879352,0.0045709923783965245,0.014137601334192076,0.418848183892009,0.09579960261842291,0.07779889205881037,0.02859548786092327
4.112,0.034915963447220276,0.02557595648287944,0.08219178236023118,0.18401306303230958,0.019154970270978424,0.0008292998382161423,0.4680187137319974,0.008389332287244011,0.08081630252554445,0.030881063996615984
4.145,0.02971513206346887,0.039893108597147724,0.08147386519886204,0.17673056828555003,0.0014558108824909643,0.0100514442836874,0.43359230428167755,0.049711050434592494,0.07339746993401398,0.018789362581720793
4.178,0.03040984103948128,0.044868373920478495,0.0792358989025273,0.17467152303469471,0.0036581477899312654,0.009895695116598616,0.4016213901746745,0.05209418414376033,0.07326627252026051,0.01888442753608785
4.212,0.02950357106701745,0.045886748287777286,0.07890732689997787,0.17320024582605492,0.003290903778520923,0.010442022203024903,0.40827561523438116,0.054341335253344315,0.07528101430245304,0.015854813935806126
4.245,0.029324722994033464,0.04410034863189008,0.07437696887454533,0.1694938257305306,0.007321627099461995,0.01097461860340339,0.3930734136461953,0.051535694877762224,0.07611175956977376,0.01470170292738433
4.278,0.03036523120560771,0.03524506707666838,0.08129125448013748,0.17118352964877567,0.011810672884329482,0.012354429802631134,0.4182351843188428,0.04405170519275767,0.08062623261683828,0.017163059124515406
4.312,0.032559105124792306,0.029588738422577126,0.08983888106767654,0.17357532166076445,0.01560484143347697,0.012598800851831795,0.4428894237753872,0.025511455840849802,0.08436250909062663,0.020396393787163274
4.345,0.033671175746283005,0.02746160308666418,0.09212972170129229,0.1754135303898197,0.016955778900256693,0.01355687867532661,0.4605722160317471,0.011994204077398811,0.08718661259114639,0.022505169825284797
4.378,0.034768714956974756,0.0295851967112313,0.0935771961757506,0.17749820164106242,0.01534403251822932,0.014548213342661202,0.47616339714874806,0.006739649204779956,0.09044250322134267,0.02396693206613711
4.412,0.03549679807315038,0.032595810049033065,0.09425832286711543,0.17914670565391266,0.014881206815604215,0.01563976328357272,0.46808105765925273,0.010163518982950289,0.09041612660284308,0.024277553669949943
4.445,0.03648139589930918,0.0354420890286838,0.09352342556629178,0.18082287099490274,0.012847714473223712,0.01574555508457063,0.46650302667398375,0.011099079930096862,0.08980228526759616,0.024398999861050846
4.478,0.03849896041658395,0.0427247622508096,0.09437347506039867,0.1846518817976688,0.013655174119992529,0.02008766080020086,0.4283258141115884,0.021498620253212176,0.08635040668845541,0.02327172377012959
4.512,0.039065919724866754,0.04392509988752247,0.09418943017410551,0.18562698977995554,0.01339741376311246,0.02196613879353015,0.42535357885680714,0.025069779128734416,0.08540353057778659,0.020931002402813054
4.545,0.03668492128528846,0.044816857265582793,0.09293474189216387,0.18478017524861648,0.012294181270698151,0.0256441617275656,0.4348374395347405,0.032362381267598925,0.08786138677463387,0.019653736102979272
4.578,0.03683238909980999,0.044547873441952685,0.09343692082611081,0.18458636953737642,0.012703281919630811,0.029793550346825768,0.4317021012079802,0.042175428981691444,0.08646992712134949,0.017705091937661083
4.612,0.03387708387881983,0.05732396808422957,0.09146438525462759,0.1815479257015962,0.015639112717593644,0.03950552335865624,0.424281853221374,0.07497951036534453,0.08613173292560537,0.011725941737286989
4.645,0.025732417378907923,0.06383553633741035,0.08702356315636094,0.1739026293060945,0.008610696151106788,0.04404892596169927,0.4383341329994881,0.0810520381538767,0.08618771996459092,0.009205890670829846
4.678,0.01805808745824875,0.06516538880875379,0.08211718082082324,0.1648231181688058,0.003948236713597613,0.04431745309399602,0.45859162401938053,0.08113387591728322,0.08545853775513002,0.006022075552980429
4.712,0.013960849026823142,0.06030212336005588,0.08134269397526574,0.15787739958814148,0.007807249415535813,0.04452218721174132,0.45741443572674606,0.09215486360806352,0.07995204072330724,0.005388807147299366
4.745,0.010615840325821638,0.04820455733340555,0.0827790245059657,0.15290599390966367,0.012176161478279815,0.047137918211781864,0.4662381495652059,0.09609922900965277,0.07896832397760506,0.003056563593220025
4.778,0.006202129792058643,0.03972341356992168,0.08529147094622173,0.148888350009587,0.012553335542836613,0.04698200045624191,0.4614008847835286,0.11184224597620056,0.07533652261685653,0.00016988468906800294
4.812,0.0022189909741713748,0.03941450445474101,0.08159394735017356,0.13659482995035066,0.006183091835573343,0.04883054458115652,0.42990880104945706,0.13107571042086083,0.06654119264544466,0.0029903643823409602
4.845,0.0076534041481451575,0.04713947520575291,0.07982686568357479,0.12862405211318692,0.009104770105820911,0.05388774030197565,0.3786657610371272,0.11260183870459266,0.06244142796699191,0.0030562881046241643
